item1404;Verstärkte Birken-Hornarmbrust;41-62 Schaden, langsam (ø 51 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 9;3100 Gold
item1414;Verstärkte Birken-Arbalest;50-75 Schaden, sehrlangsam (ø 62 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 9;3100 Gold
item1424;Verstärkte Birken-Belagerungsarmbrust;64-96 Schaden, sehrlangsam (ø 80 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 9;3100 Gold
item1434;Verstärkte Birken-Repetierarmbrust;34-64 Schaden, langsam (ø 98 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 9;3100 Gold
item1444;Verstärkte Birken-Wächterarmbrust;50-61 Schaden, sehrlangsam (ø 55 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 9;3100 Gold
item1405;Einfache Eichen-Hornarmbrust;48-72 Schaden, langsam (ø 60 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 11;4000 Gold
item1415;Einfache Eichen-Arbalest;57-86 Schaden, sehrlangsam (ø 71 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 11;4000 Gold
item1425;Einfache Eichen-Belagerungsarmbrust;74-111 Schaden, sehrlangsam (ø 92 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 11;4000 Gold
item1435;Einfache Eichen-Repetierarmbrust;40-74 Schaden, langsam (ø 114 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 11;4000 Gold
item1445;Einfache Eichen-Wächterarmbrust;58-71 Schaden, sehrlangsam (ø 64 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 11;4000 Gold
item1406;Verstärkte Eichen-Hornarmbrust;57-86 Schaden, langsam (ø 71 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 14;6200 Gold
item1416;Verstärkte Eichen-Arbalest;69-104 Schaden, sehrlangsam (ø 86 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 14;6200 Gold
item1426;Verstärkte Eichen-Belagerungsarmbrust;89-134 Schaden, sehrlangsam (ø 111 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 14;6200 Gold
item1436;Verstärkte Eichen-Repetierarmbrust;48-89 Schaden, langsam (ø 137 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 14;6200 Gold
item1446;Verstärkte Eichen-Wächterarmbrust;70-86 Schaden, sehrlangsam (ø 78 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 14;6200 Gold
item1407;Einfache Eschen-Hornarmbrust;64-96 Schaden, langsam (ø 80 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 16;8100 Gold
item1417;Einfache Eschen-Arbalest;77-116 Schaden, sehrlangsam (ø 96 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 16;8100 Gold
item1427;Einfache Eschen-Belagerungsarmbrust;99-149 Schaden, sehrlangsam (ø 124 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 16;8100 Gold
item1437;Einfache Eschen-Repetierarmbrust;53-100 Schaden, langsam (ø 153 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 16;8100 Gold
item1447;Einfache Eschen-Wächterarmbrust;78-95 Schaden, sehrlangsam (ø 86 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 16;8100 Gold
item1408;Verstärkte Eschen-Hornarmbrust;74-111 Schaden, langsam (ø 92 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 19;12400 Gold
item1418;Verstärkte Eschen-Arbalest;89-133 Schaden, sehrlangsam (ø 111 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 19;12400 Gold
item1428;Verstärkte Eschen-Belagerungsarmbrust;114-171 Schaden, sehrlangsam (ø 142 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 19;12400 Gold
item1438;Verstärkte Eschen-Repetierarmbrust;62-115 Schaden, langsam (ø 177 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 19;12400 Gold
item1448;Verstärkte Eschen-Wächterarmbrust;90-110 Schaden, sehrlangsam (ø 100 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 19;12400 Gold
item1409;Einfache Eiben-Hornarmbrust;83-125 Schaden, langsam (ø 104 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 22;18800 Gold
item1419;Einfache Eiben-Arbalest;100-151 Schaden, sehrlangsam (ø 125 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 22;18800 Gold
item1429;Einfache Eiben-Belagerungsarmbrust;129-194 Schaden, sehrlangsam (ø 161 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 22;18800 Gold
item1439;Einfache Eiben-Repetierarmbrust;70-130 Schaden, langsam (ø 200 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 22;18800 Gold
item1449;Einfache Eiben-Wächterarmbrust;102-124 Schaden, sehrlangsam (ø 113 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 22;18800 Gold
item1410;Verstärkte Eiben-Hornarmbrust;93-140 Schaden, langsam (ø 116 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 6 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;10 Behinderung;1.000 kg, Armbrüste, Stufe 25;28600 Gold
item1420;Verstärkte Eiben-Arbalest;112-168 Schaden, sehrlangsam (ø 140 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 7 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;20 Behinderung;1.300 kg, Armbrüste, Stufe 25;28600 Gold
item1430;Verstärkte Eiben-Belagerungsarmbrust;144-217 Schaden, sehrlangsam (ø 180 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: mittelmäßig;Gegnerwahl: gut mit hohem Potenzial;Waffenwechselzeit: 10 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;30 Behinderung;2.000 kg, Armbrüste, Stufe 25;28600 Gold
item1440;Verstärkte Eiben-Repetierarmbrust;78-145 Schaden, langsam (ø 223 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr gering;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Waffenwechselzeit: 5 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;15 Behinderung;1.000 kg, Armbrüste, Stufe 25;28600 Gold
item1450;Verstärkte Eiben-Wächterarmbrust;113-139 Schaden, sehrlangsam (ø 126 Schaden pro Runde);Kritische Treffer: hoch mit mittlerem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: sehr hoch;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Waffenwechselzeit: 8 Sekunden;Behinderungstoleranz (Fernkampf - Schaden): mittelmäßig;25 Behinderung;1.200 kg, Armbrüste, Stufe 25;28600 Gold
